"Name","National_Position","Club_Position","Rating","Height","Weight","Age","Work_Rate","Ball_Control","Vision","Goalkeeper","International","IMC"
"Mario Gómez","ST","ST",82,189,88,31,"High / Medium",75,62,"NO","YES",24.6353685507125
"Gabi",NA,"RCM",82,180,74,33,"Medium / High",79,79,"NO","NO",22.8395061728395
"Diego López",NA,"GK",82,196,89,35,"Medium / Medium",23,53,"YES","NO",23.1674302374011
"Raffael",NA,"LS",82,174,69,32,"High / Medium",83,83,"NO","NO",22.7903289734443
"Alejandro Gómez",NA,"LS",82,165,68,29,"High / Medium",86,79,"NO","NO",24.9770431588613
"Gonzalo Rodríguez",NA,"CB",82,182,79,32,"Medium / High",72,64,"NO","NO",23.8497765970293
"Vincent Enyeama",NA,"GK",82,182,87,34,"Medium / Medium",23,58,"YES","NO",26.2649438473614
"Kaká",NA,"Res",82,186,83,34,"High / Medium",84,86,"NO","NO",23.9912128569777
"Fernandinho","Sub","Sub",82,179,67,31,"Medium / High",76,75,"NO","YES",20.9107081551762
"David Villa",NA,"ST",82,175,69,35,"High / Low",85,71,"NO","NO",22.530612244898
"Victor Valdés",NA,"GK",82,183,78,35,"Medium / Medium",30,38,"YES","NO",23.291229956105
"Per Mertesacker",NA,"Sub",82,198,90,32,"Low / Medium",65,58,"NO","NO",22.9568411386593
"Patrice Evra",NA,"LB",82,174,76,35,"Medium / High",75,62,"NO","NO",25.1023913330691
"Xabi Alonso",NA,"Sub",82,183,80,35,"Low / Low",81,87,"NO","NO",23.8884409806205
"Michael Carrick",NA,"CDM",82,188,74,35,"Low / High",80,85,"NO","NO",20.9370755998189
"Andrea Pirlo",NA,"CM",82,177,68,37,"Low / Low",86,94,"NO","NO",21.7051294327939
"Casillas",NA,"GK",82,185,84,35,"Medium / Medium",23,65,"YES","NO",24.5434623813002
"Ousmane Dembélé","RM","RW",81,178,67,19,"High / Low",82,78,"NO","YES",21.1463199091024
"Corentin Tolisso","Sub","LCM",81,181,78,22,"High / Medium",78,77,"NO","YES",23.8087970452672
"Marcelo Brozović",NA,"Sub",81,181,68,24,"High / Medium",84,81,"NO","NO",20.7563871676689
"Federico Bernardeschi","Sub","LF",81,183,75,23,"High / Medium",87,78,"NO","YES",22.3954134193317
"Niklas Süle","Sub","RCB",81,195,95,21,"Medium / Medium",46,30,"NO","YES",24.9835634451019
"Domenico Berardi",NA,"RW",81,183,72,22,"High / Medium",86,77,"NO","NO",21.4995968825584
"Morgan Sanson",NA,"LCM",81,180,72,22,"High / Medium",80,83,"NO","NO",22.2222222222222
"Samu Castillejo",NA,"RM",81,182,67,22,"Medium / High",81,80,"NO","NO",20.2270257215312
"Adrien Rabiot","Sub","CDM",81,188,71,21,"High / Medium",81,81,"NO","YES",20.0882752376641
"Leon Goretzka",NA,"CAM",81,189,79,22,"High / High",81,78,"NO","NO",22.1158422216623
"Quincy Promes","LW","RM",81,174,70,25,"High / Low",82,81,"NO","YES",23.1206235962479
"Andrea Belotti","RS","ST",81,181,72,23,"High / High",76,61,"NO","YES",21.9773511187082
"Jonas Hector","LB","LB",81,185,75,26,"Medium / Medium",81,70,"NO","YES",21.9138056975895
"Mateo Kovačić",NA,"Sub",81,178,77,22,"High / Medium",87,88,"NO","NO",24.3024870597147
"Sergio Rico","Sub","GK",81,194,88,23,"Medium / Medium",12,45,"YES","YES",23.3818684238495
"Oleg Shatov",NA,"LW",81,173,73,26,"High / Medium",82,81,"NO","NO",24.3910588392529
"Jorginho",NA,"Sub",81,180,65,25,"Medium / Medium",84,83,"NO","NO",20.0617283950617
"Florian Thauvin","Sub","RW",81,179,70,24,"High / Medium",82,78,"NO","YES",21.8470085203333
"Michy Batshuayi","Sub","Sub",80,185,78,23,"Medium / Low",77,63,"NO","YES",22.7903579254931
"Iñigo Martínez",NA,"LCB",81,181,77,25,"Medium / Medium",67,46,"NO","NO",23.5035560575074
"Suso",NA,"RW",81,176,70,23,"Medium / Medium",86,80,"NO","NO",22.5981404958678
"Deulofeu","Sub","LW",81,179,73,23,"High / Low",86,72,"NO","YES",22.7833088854905
"Felipe Anderson",NA,"RW",81,175,70,23,"High / High",86,78,"NO","NO",22.8571428571429
"Jasper Cillessen","Sub","Sub",81,185,83,27,"Medium / Medium",32,60,"NO","YES",24.2512783053324
"Wissam Ben Yedder",NA,"Sub",81,170,68,26,"High / High",83,76,"NO","NO",23.5294117647059
"Lucas Pérez",NA,"Sub",81,180,73,28,"High / Medium",82,76,"NO","NO",22.5308641975309
"Ross Barkley","Sub","RM",81,189,76,23,"Medium / Medium",86,81,"NO","YES",21.2760001119789
"Cédric Bakambu",NA,"LS",81,182,73,25,"Medium / Medium",82,73,"NO","NO",22.0384011592803
"Bartra",NA,"LCB",81,184,73,26,"High / Medium",78,75,"NO","NO",21.5619092627599
"André Schürrle","Sub","Sub",81,184,74,26,"High / High",79,76,"NO","YES",21.8572778827977
"Roberto Pereyra",NA,"Sub",81,182,77,26,"High / High",85,82,"NO","NO",23.2459847844463
"Mario Gaspar",NA,"RB",81,182,74,26,"High / Medium",75,57,"NO","NO",22.3402970655718
"Fabián Orellana","Sub","CAM",81,171,70,31,"High / Medium",84,77,"NO","YES",23.9389897746315
"Lukáš Hrádecký","GK","GK",81,190,80,27,"Medium / Medium",19,53,"YES","YES",22.1606648199446
"Daley Blind","LB","LB",81,180,72,27,"Medium / High",80,79,"NO","YES",22.2222222222222
"De Marcos",NA,"RB",81,180,76,27,"High / Medium",81,66,"NO","NO",23.4567901234568
"Wilfried Bony","Sub","Sub",81,182,90,28,"Medium / Low",76,65,"NO","YES",27.170631566236
"Iturraspe",NA,"Sub",81,187,75,28,"High / Medium",80,81,"NO","NO",21.4475678458063
"Parejo",NA,"LCM",81,180,75,27,"Medium / Medium",83,84,"NO","NO",23.1481481481481
"Salomón Rondón","RS","ST",81,189,85,27,"High / Medium",78,53,"NO","YES",23.7955264410291
"Daniel Carriço",NA,"Sub",81,180,80,28,"Medium / Medium",69,62,"NO","NO",24.6913580246914
"Bas Dost","Sub","RS",81,196,78,27,"Medium / Low",70,60,"NO","YES",20.3040399833403
"James McCarthy","LDM","Sub",81,180,72,26,"Medium / High",77,72,"NO","YES",22.2222222222222
"Camacho",NA,"RDM",81,182,75,26,"Medium / High",75,79,"NO","NO",22.6421929718633
"Paulinho","RCM","Res",81,182,77,28,"Medium / Medium",81,75,"NO","YES",23.2459847844463
"Alan Dzagoev","LDM","RDM",81,179,75,26,"High / High",82,81,"NO","YES",23.4075091289286
"Igor Smolnikov",NA,"Sub",81,178,70,28,"Medium / Medium",72,76,"NO","NO",22.0931700542861
"Lars Stindl",NA,"RS",81,181,80,28,"High / Medium",82,80,"NO","NO",24.4192790207869
"Mario Balotelli",NA,"ST",81,189,88,26,"Low / Low",85,70,"NO","NO",24.6353685507125
"Wojciech Szczęsny","Sub","GK",81,196,84,26,"Medium / Medium",22,41,"YES","YES",21.865889212828
"Nikola Kalinić",NA,"ST",81,187,80,29,"High / High",79,66,"NO","NO",22.8774057021934
"Mikel San José",NA,"RCM",81,186,77,27,"Medium / Medium",79,77,"NO","NO",22.2569083130998
"Christian Benteke","Sub","ST",81,190,83,26,"Medium / Medium",80,73,"NO","YES",22.9916897506925
"Marco Parolo","RCM","RCM",81,184,75,32,"High / Medium",79,78,"NO","YES",22.1526465028355
"Ljubomir Fejsa",NA,"CDM",81,185,80,28,"Low / High",71,62,"NO","NO",23.3747260774288
"Martín Cáceres",NA,"Res",81,180,78,29,"Medium / High",65,58,"NO","NO",24.0740740740741
"Georginio Wijnaldum","RCM","LCM",81,175,74,26,"High / High",84,76,"NO","YES",24.1632653061224
"Federico Fazio",NA,"CB",81,195,85,30,"Medium / Medium",70,47,"NO","NO",22.353714661407
"Simon Kjær","RCB","RCB",81,189,90,28,"Low / High",67,49,"NO","YES",25.1952632905014
"Loïc Rémy",NA,"Sub",81,185,80,30,"Medium / Medium",76,71,"NO","NO",23.3747260774288
"Miguel Layún","LCM","Sub",81,179,69,28,"High / High",78,71,"NO","YES",21.5349083986143
"Adán",NA,"GK",81,191,88,29,"Medium / Medium",15,35,"YES","NO",24.1221457745128
"Benoît Trémoulinas",NA,"Res",81,172,65,31,"High / Medium",80,70,"NO","NO",21.9713358572201
"Sven Bender",NA,"Res",81,186,78,27,"Medium / High",64,65,"NO","NO",22.5459590704128
"Mathieu Valbuena",NA,"Sub",81,167,58,32,"Medium / Medium",81,78,"NO","NO",20.7967298935064
"Bojan",NA,"Sub",81,170,65,26,"High / Low",82,84,"NO","NO",22.4913494809689
"Augusto Fernández",NA,"Sub",81,177,71,30,"Medium / Medium",82,82,"NO","NO",22.662708672476
"Antonio Candreva","RM","RAM",81,180,70,30,"High / Medium",85,82,"NO","YES",21.6049382716049
"Davide Astori","Sub","LCB",81,188,80,30,"Low / High",66,46,"NO","YES",22.6346763241286
"Raúl García",NA,"CAM",81,184,81,30,"High / Medium",84,82,"NO","NO",23.9248582230624
"Giovani dos Santos",NA,"Sub",81,175,74,27,"High / Low",84,70,"NO","NO",24.1632653061224
"Erik Lamela",NA,"Sub",81,181,80,25,"Medium / High",83,81,"NO","NO",24.4192790207869
"Ryan Shawcross",NA,"RCB",81,191,76,29,"Medium / High",54,50,"NO","NO",20.8327622598065
"Danny Rose","LB","LWB",81,174,76,26,"Medium / High",76,73,"NO","YES",25.1023913330691
"Renato Augusto","LCM","Res",81,186,85,29,"Medium / Medium",84,81,"NO","YES",24.5693143716036
"Martin Škrtel",NA,"LCB",81,191,81,32,"Medium / High",59,28,"NO","NO",22.2033387242674
"Theo Walcott",NA,"RM",81,176,68,28,"Medium / Medium",79,73,"NO","NO",21.952479338843
"Bacary Sagna",NA,"RB",81,176,72,34,"High / Medium",75,59,"NO","NO",23.2438016528926
"Dante",NA,"LCB",81,188,87,33,"Medium / Medium",72,62,"NO","NO",24.6152105024898
"Salomon Kalou","LM","LM",81,184,77,31,"Medium / Low",83,75,"NO","YES",22.7433837429112
"André-Pierre Gignac",NA,"ST",81,187,89,31,"Medium / Medium",77,72,"NO","NO",25.4511138436901
"Lukas Podolski",NA,"ST",81,182,83,31,"Medium / Low",78,78,"NO","NO",25.0573602221954
"Negredo",NA,"ST",81,186,82,31,"Medium / Medium",79,64,"NO","NO",23.7021620996647
"Pablo Zabaleta",NA,"Sub",81,178,74,32,"High / High",76,66,"NO","NO",23.355636914531
"Darijo Srna",NA,"RB",81,178,72,34,"High / High",83,86,"NO","NO",22.7244034844085
"Cédric Carrasso",NA,"GK",81,187,93,35,"Medium / Medium",22,53,"YES","NO",26.5949841287998
"Rubén Castro",NA,"ST",81,174,72,35,"Medium / Low",81,74,"NO","NO",23.7812128418549
"Jérémy Mathieu",NA,"Sub",81,189,84,33,"High / Medium",64,42,"NO","NO",23.5155790711346
"Carlos Idriss Kameni",NA,"GK",81,186,86,33,"Medium / Medium",14,40,"YES","NO",24.8583651289166
"Moyá",NA,"Sub",81,189,82,32,"Medium / Medium",24,62,"NO","NO",22.9556843313457
"Rune Almenning Jarstein","GK","GK",81,190,82,32,"Medium / Medium",23,37,"YES","YES",22.7146814404432
"Jermain Defoe",NA,"ST",81,170,70,34,"Medium / Low",77,67,"NO","NO",24.2214532871972
"Thiago Motta",NA,"Sub",81,187,83,34,"Medium / Medium",83,74,"NO","NO",23.7353084160256
"Fernando Torres",NA,"Sub",81,186,78,33,"Medium / Medium",81,76,"NO","NO",22.5459590704128
"Júlio César",NA,"Sub",81,186,79,37,"Medium / Medium",32,67,"NO","NO",22.8350098277257
"Danny",NA,"Sub",81,178,70,33,"High / Medium",82,82,"NO","NO",22.0931700542861
"John Terry",NA,"Sub",81,187,90,36,"Medium / High",60,59,"NO","NO",25.7370814149675
"Samuel Eto'o",NA,"ST",81,179,75,36,"High / Low",80,75,"NO","NO",23.4075091289286
"Tiago",NA,"Sub",81,183,71,35,"Medium / Medium",83,82,"NO","NO",21.2009913703007
"Gelson Martins","Sub","RM",80,173,67,21,"High / Medium",82,75,"NO","YES",22.3863142771225
"Leroy Sané","Sub","LW",80,184,76,21,"High / Medium",83,68,"NO","YES",22.4480151228733
"Julian Weigl","Sub","RCM",81,186,71,21,"Medium / Medium",77,78,"NO","YES",20.5226037692219
"Nabil Fekir",NA,"CAM",80,173,76,23,"Medium / Low",86,76,"NO","NO",25.3934311203181
"Jean Michaël Seri","Sub","LCM",80,168,65,25,"High / High",81,84,"NO","YES",23.0300453514739
"Williams",NA,"RW",80,186,77,22,"High / High",81,75,"NO","NO",22.2569083130998
"Marco Sportiello",NA,"Sub",80,192,87,24,"Medium / Medium",22,44,"NO","NO",23.6002604166667
"Keita Baldé Diao",NA,"LW",80,184,80,22,"High / Low",88,72,"NO","NO",23.6294896030246
"Nikola Maksimović",NA,"Sub",80,193,82,25,"Medium / High",61,31,"NO","NO",22.0140137990282
"Thomas Lemar","Sub","LM",80,170,58,21,"High / Medium",81,78,"NO","YES",20.0692041522491
"Kingsley Coman",NA,"Sub",80,178,71,20,"Medium / Low",79,69,"NO","NO",22.4087867693473
"Alisson","GK","Sub",80,191,91,24,"Medium / Medium",21,65,"NO","YES",24.9444916531893
"Joshua Kimmich","RB","Sub",80,176,70,22,"Medium / Medium",78,79,"NO","YES",22.5981404958678
"Julian Brandt","Sub","LM",80,183,82,20,"Medium / Medium",81,80,"NO","YES",24.485652005136
"Sofiane Boufal",NA,"Sub",80,170,60,23,"High / Low",86,73,"NO","NO",20.7612456747405
"Bruma",NA,"LM",80,173,66,22,"High / High",82,69,"NO","NO",22.0521901834341
"Daniele Rugani",NA,"Sub",80,190,81,22,"Low / Medium",65,50,"NO","NO",22.4376731301939
"Raphaël Guerreiro","LB","LM",80,170,67,23,"Medium / Medium",82,79,"NO","YES",23.1833910034602
"Fabinho",NA,"RDM",80,188,78,23,"Medium / Medium",78,70,"NO","NO",22.0688094160254
"Jamie Vardy","Sub","LS",81,178,76,30,"High / High",76,72,"NO","YES",23.9868703446535
"Hakim Ziyech",NA,"LCM",80,180,70,24,"High / Medium",85,88,"NO","NO",21.6049382716049
"Emil Forsberg","LM","LAM",80,179,78,25,"High / Medium",82,81,"NO","YES",24.3438094940857
"Saúl",NA,"LCM",80,181,70,22,"Medium / High",82,76,"NO","NO",21.3668691431885
"Felipe",NA,"RCB",80,185,77,27,"Medium / Medium",64,43,"NO","NO",22.4981738495252
"Taras Stepanenko",NA,"LDM",80,181,76,27,"Medium / High",78,69,"NO","NO",23.1983150697476
"Luke Shaw",NA,"Sub",80,185,75,21,"High / Medium",76,65,"NO","NO",21.9138056975895
"Leo Baptistao",NA,"Sub",80,181,72,24,"Medium / Medium",82,69,"NO","NO",21.9773511187082
"Antonio Rüdiger","Sub","LCB",80,190,85,24,"Medium / High",67,57,"NO","YES",23.5457063711911
"Matija Nastasić",NA,"LCB",80,188,83,24,"Low / High",66,55,"NO","NO",23.4834766862834
"Denis Suárez",NA,"Sub",80,181,72,23,"Medium / Medium",85,81,"NO","NO",21.9773511187082
"Kurt Zouma",NA,"Sub",80,190,85,22,"Medium / Medium",67,57,"NO","NO",23.5457063711911
"John Brooks","LCB","LCB",80,193,78,24,"Medium / Medium",62,57,"NO","YES",20.9401594673683
"Héctor Bellerín",NA,"RB",80,178,74,22,"High / Medium",77,63,"NO","NO",23.355636914531
"Thorgan Hazard","Sub","Sub",80,174,69,24,"High / Medium",80,81,"NO","YES",22.7903289734443
"Davy Klaassen","LCM","RCM",80,179,70,24,"High / High",77,75,"NO","YES",21.8470085203333
"Valère Germain",NA,"LS",80,180,73,26,"High / Medium",80,78,"NO","NO",22.5308641975309
"Paul-Georges Ntep",NA,"Sub",80,180,82,24,"High / Medium",84,71,"NO","NO",25.3086419753086
"Layvin Kurzawa","Sub","LB",80,182,74,24,"High / Medium",80,75,"NO","YES",22.3402970655718
"Rafinha",NA,"RM",80,174,71,24,"Medium / Medium",84,80,"NO","NO",23.4509182190514
"Jeison Murillo","Sub","LCB",80,182,78,24,"Medium / High",63,54,"NO","YES",23.5478806907378
"Riccardo Saponara",NA,"Sub",80,184,73,25,"High / Medium",85,84,"NO","NO",21.5619092627599
"Djibril Sidibé","RB","RB",80,182,71,24,"High / High",77,69,"NO","YES",21.4346093466973
"Nacho Fernández",NA,"Sub",80,179,75,27,"Medium / Medium",71,53,"NO","NO",23.4075091289286
"Josip Iličić","CAM","Sub",80,190,79,29,"Medium / Medium",87,82,"NO","YES",21.8836565096953
"Kevin Volland",NA,"CAM",80,179,75,24,"High / High",81,80,"NO","NO",23.4075091289286
"Allan",NA,"Sub",80,175,74,26,"Medium / High",78,79,"NO","NO",24.1632653061224
"Pablo Hernández","LCM","CAM",80,185,81,30,"High / Low",80,81,"NO","YES",23.6669101533966
"Sergi Roberto",NA,"Sub",80,178,71,25,"Medium / Medium",80,80,"NO","NO",22.4087867693473
"Wilfried Zaha","RM","LM",80,180,66,24,"Medium / Medium",86,72,"NO","YES",20.3703703703704
"Manolo Gabbiadini",NA,"ST",80,186,81,25,"High / Low",84,72,"NO","NO",23.4131113423517
"Josuha Guilavogui",NA,"Sub",80,187,77,26,"Medium / High",73,65,"NO","NO",22.0195029883611
"Patrick Herrmann",NA,"RM",80,179,70,26,"Medium / Medium",79,77,"NO","NO",21.8470085203333
"Sebastián Coates","Sub","RCB",80,196,92,26,"Medium / Medium",57,43,"NO","YES",23.9483548521449
"Oğuzhan Özyakup","RDM","LDM",80,180,75,24,"Medium / Medium",82,83,"NO","YES",23.1481481481481
"Yaroslav Rakitskyi",NA,"LCB",80,180,70,27,"High / Medium",77,75,"NO","NO",21.6049382716049
"Phil Jones",NA,"Sub",80,185,71,25,"Medium / High",69,59,"NO","NO",20.745069393718
"Adrián",NA,"Sub",80,188,77,30,"Medium / Medium",23,32,"NO","NO",21.7858759619737
"Neto",NA,"Sub",80,192,84,27,"Medium / Medium",24,40,"NO","NO",22.7864583333333
"Hugo Mallo",NA,"RB",80,173,69,25,"High / Medium",80,64,"NO","NO",23.0545624644993
"Daniel Didavi",NA,"RAM",80,180,78,27,"Medium / Medium",82,70,"NO","NO",24.0740740740741
"Younès Belhanda",NA,"LW",80,177,75,27,"Medium / Medium",83,81,"NO","NO",23.9394809920521
"Oliver Baumann",NA,"GK",80,187,82,26,"Medium / Medium",17,41,"YES","NO",23.4493408447482
"Mário Fernandes",NA,"RB",80,187,80,26,"High / High",74,69,"NO","NO",22.8774057021934
"Roberto Soriano",NA,"LM",80,182,76,26,"Medium / Medium",83,83,"NO","NO",22.9440888781548
"Jesús Corona",NA,"RM",80,173,62,24,"High / Medium",84,77,"NO","NO",20.7156938086805
"Maxime Gonalons",NA,"RCM",80,187,76,28,"Low / High",75,65,"NO","NO",21.7335354170837
"Alphonse Areola","Sub","Sub",80,191,91,24,"Medium / Medium",22,34,"NO","YES",24.9444916531893
"Yunus Mallı","CAM","LAM",80,179,72,25,"Medium / Medium",80,80,"NO","YES",22.4712087637714
"Eduardo Salvio",NA,"RM",80,173,68,26,"High / Medium",82,70,"NO","NO",22.7204383708109
"Stephan El Shaarawy",NA,"Sub",80,178,72,24,"High / Medium",87,73,"NO","NO",22.7244034844085
"Iago Falqué",NA,"RW",80,174,69,27,"Medium / High",85,78,"NO","NO",22.7903289734443
"Marwin Hitz","Sub","GK",80,192,84,29,"Medium / Medium",17,15,"YES","YES",22.7864583333333
"Thimothée Kolodziejczak",NA,"Sub",80,185,75,25,"High / Medium",72,58,"NO","NO",21.9138056975895
"Francis Coquelin",NA,"LDM",80,178,74,25,"Medium / High",78,70,"NO","NO",23.355636914531
"Marcel Schmelzer",NA,"Sub",80,181,74,29,"High / High",71,52,"NO","NO",22.5878330942279
"Ryad Boudebouz",NA,"CAM",80,177,74,27,"High / Medium",81,79,"NO","NO",23.6202879121581
"Ganso",NA,"Sub",80,184,78,27,"Medium / Low",84,87,"NO","NO",23.038752362949
"Fedor Smolov",NA,"ST",80,187,80,27,"High / Medium",78,75,"NO","NO",22.8774057021934
"Christian Noboa","CDM","LCM",80,183,75,31,"High / High",80,81,"NO","YES",22.3954134193317
"Kwadwo Asamoah",NA,"Sub",80,173,76,28,"High / High",81,76,"NO","NO",25.3934311203181
"Ron-Robert Zieler",NA,"Sub",80,187,73,28,"Medium / Medium",22,39,"NO","NO",20.8756327032514
"Danny Welbeck",NA,"LM",80,185,73,26,"High / High",78,72,"NO","NO",21.3294375456538
"Danny Drinkwater",NA,"RCM",80,177,70,27,"Medium / Medium",80,77,"NO","NO",22.343515592582
"Aleksandar Kolarov",NA,"Sub",80,187,83,31,"Medium / High",74,76,"NO","NO",23.7353084160256
"Matteo Darmian","Sub","Sub",80,182,70,27,"Medium / High",75,63,"NO","YES",21.1327134404057
"Ibrahima Traoré",NA,"Res",80,171,61,28,"High / High",78,76,"NO","NO",20.8611196607503
"Diego Perotti",NA,"Sub",80,179,70,28,"Medium / High",87,84,"NO","NO",21.8470085203333
"Angelo Ogbonna",NA,"Sub",80,191,86,28,"High / Medium",59,50,"NO","NO",23.5739151887284
"Max Kruse",NA,"LS",80,180,76,29,"High / Medium",83,82,"NO","NO",23.4567901234568
"Konstantinos Mitroglou","ST","RS",80,188,85,29,"Medium / Low",78,67,"NO","YES",24.0493435943866
"Nordin Amrabat",NA,"Sub",80,178,77,29,"Medium / Medium",80,78,"NO","NO",24.3024870597147
"Stevan Jovetić",NA,"ST",80,183,79,27,"High / Medium",88,78,"NO","NO",23.5898354683627
"Jeremain Lens","Sub","RM",80,178,73,29,"High / Medium",81,77,"NO","YES",23.0400201994698
"Branislav Ivanović",NA,"RCB",80,185,91,33,"High / Medium",66,57,"NO","NO",26.5887509130752
"Eder","Sub","Sub",80,179,74,30,"High / Medium",85,78,"NO","YES",23.0954090072095
"Kiko Casilla",NA,"Sub",80,191,84,30,"Medium / Medium",20,52,"NO","NO",23.025684602944
"Nacho Monreal","Sub","LB",80,179,72,31,"High / High",77,66,"NO","YES",22.4712087637714
"Serdar Tasci",NA,"Sub",80,186,80,29,"Medium / Medium",74,57,"NO","NO",23.1240605850387
"Marcelo Díaz","Sub","Sub",80,166,63,30,"Medium / High",80,76,"NO","YES",22.8625344752504
"André Ayew",NA,"Sub",80,176,72,27,"High / Medium",82,75,"NO","NO",23.2438016528926
"Winston Reid",NA,"LCB",80,190,87,28,"Medium / High",57,44,"NO","NO",24.0997229916898
"Lucas Leiva",NA,"Sub",80,179,73,30,"Medium / High",74,69,"NO","NO",22.7833088854905
"Kevin-Prince Boateng",NA,"ST",80,186,86,30,"Medium / Medium",83,76,"NO","NO",24.8583651289166
"Héctor Moreno","LCB","LCB",80,183,80,29,"Medium / High",68,59,"NO","YES",23.8884409806205
"Cristian Ansaldi",NA,"LB",80,181,76,30,"High / Medium",74,70,"NO","NO",23.1983150697476
"Daniel Wass","Sub","LCM",80,181,74,27,"Medium / Medium",81,80,"NO","YES",22.5878330942279
"Coke",NA,"Res",80,177,74,29,"High / Medium",79,60,"NO","NO",23.6202879121581
"Andrés Guardado","Sub","CDM",80,169,67,30,"High / High",84,80,"NO","YES",23.458562375267
"Jonathan dos Santos","CAM","Sub",80,172,68,26,"Medium / Medium",85,83,"NO","YES",22.9853975121687
"Ryan Bertrand","Sub","LB",80,179,85,27,"High / Medium",76,51,"NO","YES",26.528510346119
"Jardel",NA,"Sub",80,192,85,31,"Medium / High",58,51,"NO","NO",23.0577256944444
"Salvatore Sirigu",NA,"GK",80,190,80,30,"Medium / Medium",18,46,"YES","NO",22.1606648199446
"Yohan Cabaye",NA,"LCM",80,174,71,31,"Medium / Medium",82,78,"NO","NO",23.4509182190514
"Vitaliy Denisov",NA,"LB",80,178,75,30,"High / High",69,63,"NO","NO",23.6712536295922
"Dušan Basta",NA,"RB",80,183,72,32,"High / High",78,56,"NO","NO",21.4995968825584
"Gustavo Cabral",NA,"RCB",80,182,81,31,"Medium / Medium",61,49,"NO","NO",24.4535684096124
"Gabriel Paletta",NA,"RCB",80,190,80,31,"Low / High",54,18,"NO","NO",22.1606648199446
"Łukasz Fabiański","GK","GK",80,190,83,31,"Medium / Medium",22,52,"YES","YES",22.9916897506925
"Ben Foster",NA,"GK",80,193,90,33,"Medium / Medium",25,42,"YES","NO",24.161722462348
"Vedad Ibišević",NA,"ST",80,188,82,32,"Medium / Medium",76,73,"NO","NO",23.2005432322318
"Andreas Granqvist","LCB","RCB",80,192,84,31,"High / Medium",63,49,"NO","YES",22.7864583333333
